pi,trace(a),trace(g)
"tensor(33905.4922, device='cuda:0')","tensor(6717817., device='cuda:0')","tensor(0.0288, device='cuda:0')"
"tensor(38.1545, device='cuda:0')","tensor(7954.8335, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(68486.6328, device='cuda:0')","tensor(29906806., device='cuda:0')","tensor(0.0204, device='cuda:0')"
"tensor(82146.4141, device='cuda:0')","tensor(43120052., device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(16447.1582, device='cuda:0')","tensor(16238212., device='cuda:0')","tensor(0.0199, device='cuda:0')"
"tensor(53289.2930, device='cuda:0')","tensor(18644508., device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(9121.8428, device='cuda:0')","tensor(4895304., device='cuda:0')","tensor(0.0195, device='cuda:0')"
"tensor(45115.3984, device='cuda:0')","tensor(12093216., device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(9744.5459, device='cuda:0')","tensor(5477694., device='cuda:0')","tensor(0.0191, device='cuda:0')"
"tensor(25877.2715, device='cuda:0')","tensor(4889818., device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(5729.3755, device='cuda:0')","tensor(1848216.1250, device='cuda:0')","tensor(0.0187, device='cuda:0')"
"tensor(19084.6855, device='cuda:0')","tensor(2937617.5000, device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(4096.0146, device='cuda:0')","tensor(892326.1875, device='cuda:0')","tensor(0.0176, device='cuda:0')"
"tensor(16252.0752, device='cuda:0')","tensor(2177967.5000, device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(2812.4612, device='cuda:0')","tensor(410438.6875, device='cuda:0')","tensor(0.0172, device='cuda:0')"
"tensor(14905.5273, device='cuda:0')","tensor(1102603.7500, device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(1243.1580, device='cuda:0')","tensor(77102.4766, device='cuda:0')","tensor(0.0165, device='cuda:0')"
"tensor(14890.1924, device='cuda:0')","tensor(1070142.5000, device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(1488.4355, device='cuda:0')","tensor(106944.0625, device='cuda:0')","tensor(0.0160, device='cuda:0')"
"tensor(13569.3008, device='cuda:0')","tensor(1054224.7500, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1714.0095, device='cuda:0')","tensor(135256.6250, device='cuda:0')","tensor(0.0153, device='cuda:0')"
"tensor(13418.2500, device='cuda:0')","tensor(1039879.1250, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1137.5670, device='cuda:0')","tensor(58521.3320, device='cuda:0')","tensor(0.0150, device='cuda:0')"
"tensor(15801.5713, device='cuda:0')","tensor(991981.6250, device='cuda:0')","tensor(0.0066, device='cuda:0')"
"tensor(2158.1782, device='cuda:0')","tensor(402542.7188, device='cuda:0')","tensor(0.0288, device='cuda:0')"
"tensor(24580.3008, device='cuda:0')","tensor(3531845.7500, device='cuda:0')","tensor(0.0288, device='cuda:0')"
"tensor(31.7857, device='cuda:0')","tensor(5520.8145, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(72949.9062, device='cuda:0')","tensor(37438124., device='cuda:0')","tensor(0.0225, device='cuda:0')"
"tensor(87745.9844, device='cuda:0')","tensor(53894056., device='cuda:0')","tensor(0.0023, device='cuda:0')"
"tensor(17492.3301, device='cuda:0')","tensor(20237954., device='cuda:0')","tensor(0.0219, device='cuda:0')"
"tensor(57460.4648, device='cuda:0')","tensor(23321768., device='cuda:0')","tensor(0.0023, device='cuda:0')"
"tensor(9680.1963, device='cuda:0')","tensor(6076392.5000, device='cuda:0')","tensor(0.0215, device='cuda:0')"
"tensor(47701.2578, device='cuda:0')","tensor(15044407., device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(10463.0469, device='cuda:0')","tensor(6933769.5000, device='cuda:0')","tensor(0.0210, device='cuda:0')"
"tensor(27478.2949, device='cuda:0')","tensor(5995928., device='cuda:0')","tensor(0.0026, device='cuda:0')"
"tensor(6124.8994, device='cuda:0')","tensor(2310904., device='cuda:0')","tensor(0.0204, device='cuda:0')"
"tensor(19050.1465, device='cuda:0')","tensor(3502204.5000, device='cuda:0')","tensor(0.0032, device='cuda:0')"
"tensor(4306.9438, device='cuda:0')","tensor(1061725.1250, device='cuda:0')","tensor(0.0190, device='cuda:0')"
"tensor(17543.3613, device='cuda:0')","tensor(2611501., device='cuda:0')","tensor(0.0028, device='cuda:0')"
"tensor(2984.8530, device='cuda:0')","tensor(494923.7500, device='cuda:0')","tensor(0.0184, device='cuda:0')"
"tensor(15395.7119, device='cuda:0')","tensor(1318677.7500, device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(1338.4290, device='cuda:0')","tensor(94553.8594, device='cuda:0')","tensor(0.0175, device='cuda:0')"
"tensor(15846.5117, device='cuda:0')","tensor(1279104., device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(1547.7169, device='cuda:0')","tensor(121863.2500, device='cuda:0')","tensor(0.0169, device='cuda:0')"
"tensor(14365.2021, device='cuda:0')","tensor(1263954.6250, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(1786.9575, device='cuda:0')","tensor(152934.4688, device='cuda:0')","tensor(0.0159, device='cuda:0')"
"tensor(14099.4160, device='cuda:0')","tensor(1250925.2500, device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(1208.6537, device='cuda:0')","tensor(68485.7656, device='cuda:0')","tensor(0.0155, device='cuda:0')"
"tensor(17017.9727, device='cuda:0')","tensor(1193995.7500, device='cuda:0')","tensor(0.0068, device='cuda:0')"
"tensor(2379.6914, device='cuda:0')","tensor(489508., device='cuda:0')","tensor(0.0288, device='cuda:0')"
"tensor(27232.7852, device='cuda:0')","tensor(4336033., device='cuda:0')","tensor(0.0288, device='cuda:0')"
"tensor(31.7947, device='cuda:0')","tensor(5523.9556, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(96567.5078, device='cuda:0')","tensor(54451588., device='cuda:0')","tensor(0.0187, device='cuda:0')"
"tensor(114958.7891, device='cuda:0')","tensor(79080904., device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(23292.2285, device='cuda:0')","tensor(29890448., device='cuda:0')","tensor(0.0183, device='cuda:0')"
"tensor(76408.3125, device='cuda:0')","tensor(34018312., device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(12918.9609, device='cuda:0')","tensor(9037574., device='cuda:0')","tensor(0.0180, device='cuda:0')"
"tensor(63451.4219, device='cuda:0')","tensor(21988228., device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(13662.3047, device='cuda:0')","tensor(9935996., device='cuda:0')","tensor(0.0177, device='cuda:0')"
"tensor(36672.1211, device='cuda:0')","tensor(8894990., device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(8014.4902, device='cuda:0')","tensor(3337355.2500, device='cuda:0')","tensor(0.0172, device='cuda:0')"
"tensor(27372.2832, device='cuda:0')","tensor(5390183.5000, device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(5751.5977, device='cuda:0')","tensor(1633515.7500, device='cuda:0')","tensor(0.0164, device='cuda:0')"
"tensor(23417.7168, device='cuda:0')","tensor(3970053.2500, device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(3880.3977, device='cuda:0')","tensor(731290.0625, device='cuda:0')","tensor(0.0161, device='cuda:0')"
"tensor(20488.9043, device='cuda:0')","tensor(2015970.8750, device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(1738.6506, device='cuda:0')","tensor(142625.2812, device='cuda:0')","tensor(0.0156, device='cuda:0')"
"tensor(20774.5488, device='cuda:0')","tensor(1959966.8750, device='cuda:0')","tensor(0.0015, device='cuda:0')"
"tensor(2126.8022, device='cuda:0')","tensor(208009.1406, device='cuda:0')","tensor(0.0152, device='cuda:0')"
"tensor(19061.7559, device='cuda:0')","tensor(1933117.5000, device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(2404.7192, device='cuda:0')","tensor(255749.4062, device='cuda:0')","tensor(0.0147, device='cuda:0')"
"tensor(17962.7969, device='cuda:0')","tensor(1900845.3750, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(1621.2253, device='cuda:0')","tensor(114889.6719, device='cuda:0')","tensor(0.0145, device='cuda:0')"
"tensor(21918.5312, device='cuda:0')","tensor(1805844.6250, device='cuda:0')","tensor(0.0062, device='cuda:0')"
"tensor(2917.2881, device='cuda:0')","tensor(735814., device='cuda:0')","tensor(0.0288, device='cuda:0')"
"tensor(33246.6289, device='cuda:0')","tensor(6463900., device='cuda:0')","tensor(0.0288, device='cuda:0')"
"tensor(38.3328, device='cuda:0')","tensor(8029.3589, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(87844.8125, device='cuda:0')","tensor(46429352., device='cuda:0')","tensor(0.0193, device='cuda:0')"
"tensor(103499.0156, device='cuda:0')","tensor(67239312., device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(21114.9609, device='cuda:0')","tensor(25294512., device='cuda:0')","tensor(0.0188, device='cuda:0')"
"tensor(69659.0234, device='cuda:0')","tensor(29080858., device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(11703.1406, device='cuda:0')","tensor(7645793., device='cuda:0')","tensor(0.0185, device='cuda:0')"
"tensor(57191.5547, device='cuda:0')","tensor(18791744., device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(12502.5518, device='cuda:0')","tensor(8572961., device='cuda:0')","tensor(0.0182, device='cuda:0')"
"tensor(33718.1836, device='cuda:0')","tensor(7584161., device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(7366.4717, device='cuda:0')","tensor(2897126., device='cuda:0')","tensor(0.0177, device='cuda:0')"
"tensor(24430.6562, device='cuda:0')","tensor(4551587.5000, device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(5214.0859, device='cuda:0')","tensor(1375081., device='cuda:0')","tensor(0.0168, device='cuda:0')"
"tensor(21616.1016, device='cuda:0')","tensor(3378738., device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(3555.8721, device='cuda:0')","tensor(628582.6875, device='cuda:0')","tensor(0.0165, device='cuda:0')"
"tensor(18758.3477, device='cuda:0')","tensor(1717266.2500, device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(1592.1195, device='cuda:0')","tensor(121627.0312, device='cuda:0')","tensor(0.0159, device='cuda:0')"
"tensor(19340.7070, device='cuda:0')","tensor(1670638.7500, device='cuda:0')","tensor(0.0015, device='cuda:0')"
"tensor(1904.1324, device='cuda:0')","tensor(169961.7812, device='cuda:0')","tensor(0.0155, device='cuda:0')"
"tensor(17885.5703, device='cuda:0')","tensor(1654856.7500, device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(2151.9648, device='cuda:0')","tensor(209098.0312, device='cuda:0')","tensor(0.0150, device='cuda:0')"
"tensor(16770.1973, device='cuda:0')","tensor(1633359., device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1458.3312, device='cuda:0')","tensor(95183.7812, device='cuda:0')","tensor(0.0148, device='cuda:0')"
"tensor(20194.8242, device='cuda:0')","tensor(1554540., device='cuda:0')","tensor(0.0063, device='cuda:0')"
"tensor(2719.5359, device='cuda:0')","tensor(639515.1875, device='cuda:0')","tensor(0.0288, device='cuda:0')"
"tensor(30700.3203, device='cuda:0')","tensor(5512353., device='cuda:0')","tensor(0.0288, device='cuda:0')"
"tensor(35.1297, device='cuda:0')","tensor(6743.5488, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(82036.8828, device='cuda:0')","tensor(40450840., device='cuda:0')","tensor(0.0192, device='cuda:0')"
"tensor(98181.7266, device='cuda:0')","tensor(58622088., device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(19766.5938, device='cuda:0')","tensor(22181360., device='cuda:0')","tensor(0.0188, device='cuda:0')"
"tensor(65372.2383, device='cuda:0')","tensor(25206936., device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(10958.3047, device='cuda:0')","tensor(6702995., device='cuda:0')","tensor(0.0185, device='cuda:0')"
"tensor(53752.9023, device='cuda:0')","tensor(16283382., device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(11586.0508, device='cuda:0')","tensor(7350327., device='cuda:0')","tensor(0.0182, device='cuda:0')"
"tensor(31001.1270, device='cuda:0')","tensor(6586476., device='cuda:0')","tensor(0.0023, device='cuda:0')"
"tensor(6799.1113, device='cuda:0')","tensor(2470036.5000, device='cuda:0')","tensor(0.0177, device='cuda:0')"
"tensor(23318.2773, device='cuda:0')","tensor(4013301., device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(4891.4243, device='cuda:0')","tensor(1217071.5000, device='cuda:0')","tensor(0.0169, device='cuda:0')"
"tensor(20235.0840, device='cuda:0')","tensor(2961197., device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(3317.1980, device='cuda:0')","tensor(546720.2500, device='cuda:0')","tensor(0.0165, device='cuda:0')"
"tensor(17439.6484, device='cuda:0')","tensor(1499049.3750, device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(1484.9830, device='cuda:0')","tensor(106190.9297, device='cuda:0')","tensor(0.0160, device='cuda:0')"
"tensor(17957.8379, device='cuda:0')","tensor(1456851.2500, device='cuda:0')","tensor(0.0015, device='cuda:0')"
"tensor(1797.4163, device='cuda:0')","tensor(151298.4062, device='cuda:0')","tensor(0.0155, device='cuda:0')"
"tensor(16272.7832, device='cuda:0')","tensor(1436183.6250, device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(2061.0618, device='cuda:0')","tensor(190630.7188, device='cuda:0')","tensor(0.0149, device='cuda:0')"
"tensor(15273.9814, device='cuda:0')","tensor(1411127.5000, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(1375.2560, device='cuda:0')","tensor(83740.6797, device='cuda:0')","tensor(0.0147, device='cuda:0')"
"tensor(18785.2285, device='cuda:0')","tensor(1343299., device='cuda:0')","tensor(0.0063, device='cuda:0')"
"tensor(2506.0044, device='cuda:0')","tensor(543096.6250, device='cuda:0')","tensor(0.0288, device='cuda:0')"
"tensor(28661.2910, device='cuda:0')","tensor(4805017., device='cuda:0')","tensor(0.0288, device='cuda:0')"
"tensor(34.3580, device='cuda:0')","tensor(6450.5317, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(89120.0156, device='cuda:0')","tensor(49525224., device='cuda:0')","tensor(0.0200, device='cuda:0')"
"tensor(106397.8516, device='cuda:0')","tensor(72165264., device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(21545.0781, device='cuda:0')","tensor(27209762., device='cuda:0')","tensor(0.0194, device='cuda:0')"
"tensor(69570.4766, device='cuda:0')","tensor(31099276., device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(11968.9502, device='cuda:0')","tensor(8241427., device='cuda:0')","tensor(0.0191, device='cuda:0')"
"tensor(58252.2422, device='cuda:0')","tensor(20106870., device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(12743.2754, device='cuda:0')","tensor(9159377., device='cuda:0')","tensor(0.0187, device='cuda:0')"
"tensor(34355.0664, device='cuda:0')","tensor(8120004., device='cuda:0')","tensor(0.0023, device='cuda:0')"
"tensor(7496.3540, device='cuda:0')","tensor(3089357.5000, device='cuda:0')","tensor(0.0182, device='cuda:0')"
"tensor(24832.6250, device='cuda:0')","tensor(4881663., device='cuda:0')","tensor(0.0026, device='cuda:0')"
"tensor(5340.1602, device='cuda:0')","tensor(1481333., device='cuda:0')","tensor(0.0172, device='cuda:0')"
"tensor(21684.0039, device='cuda:0')","tensor(3610777.5000, device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(3620.2009, device='cuda:0')","tensor(664979.3750, device='cuda:0')","tensor(0.0168, device='cuda:0')"
"tensor(19266.5859, device='cuda:0')","tensor(1833557.1250, device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(1624.5339, device='cuda:0')","tensor(128950.8281, device='cuda:0')","tensor(0.0162, device='cuda:0')"
"tensor(19270.3164, device='cuda:0')","tensor(1783479.2500, device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(1982.9690, device='cuda:0')","tensor(186638.4844, device='cuda:0')","tensor(0.0157, device='cuda:0')"
"tensor(18028.5117, device='cuda:0')","tensor(1764146.5000, device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(2249.8311, device='cuda:0')","tensor(230466.7500, device='cuda:0')","tensor(0.0151, device='cuda:0')"
"tensor(17225.3848, device='cuda:0')","tensor(1739222.8750, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1505.4285, device='cuda:0')","tensor(101243.3359, device='cuda:0')","tensor(0.0148, device='cuda:0')"
"tensor(20681.5176, device='cuda:0')","tensor(1654236.6250, device='cuda:0')","tensor(0.0064, device='cuda:0')"
"tensor(2796.2292, device='cuda:0')","tensor(676174.3750, device='cuda:0')","tensor(0.0288, device='cuda:0')"
"tensor(31730.0176, device='cuda:0')","tensor(5889030.5000, device='cuda:0')","tensor(0.0288, device='cuda:0')"
"tensor(37.1675, device='cuda:0')","tensor(7548.6064, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(86394.0703, device='cuda:0')","tensor(46293592., device='cuda:0')","tensor(0.0198, device='cuda:0')"
"tensor(101568.2578, device='cuda:0')","tensor(66726188., device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(20750.9043, device='cuda:0')","tensor(25142868., device='cuda:0')","tensor(0.0194, device='cuda:0')"
"tensor(68140.6719, device='cuda:0')","tensor(28761492., device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(11469.5225, device='cuda:0')","tensor(7549296., device='cuda:0')","tensor(0.0190, device='cuda:0')"
"tensor(56451.6523, device='cuda:0')","tensor(18532744., device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(12267.4854, device='cuda:0')","tensor(8477557., device='cuda:0')","tensor(0.0187, device='cuda:0')"
"tensor(32114.8730, device='cuda:0')","tensor(7426511., device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(7182.6025, device='cuda:0')","tensor(2836274., device='cuda:0')","tensor(0.0182, device='cuda:0')"
"tensor(23344.1680, device='cuda:0')","tensor(4387610.5000, device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(5030.4272, device='cuda:0')","tensor(1318013.7500, device='cuda:0')","tensor(0.0173, device='cuda:0')"
"tensor(20885.5723, device='cuda:0')","tensor(3246412.2500, device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(3432.7170, device='cuda:0')","tensor(600584.7500, device='cuda:0')","tensor(0.0169, device='cuda:0')"
"tensor(18381.9746, device='cuda:0')","tensor(1645791.5000, device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(1549.1974, device='cuda:0')","tensor(117705.6250, device='cuda:0')","tensor(0.0163, device='cuda:0')"
"tensor(18365.1895, device='cuda:0')","tensor(1597554.5000, device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(1825.1376, device='cuda:0')","tensor(159144.0312, device='cuda:0')","tensor(0.0158, device='cuda:0')"
"tensor(17013.5254, device='cuda:0')","tensor(1578754.6250, device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(2064.6323, device='cuda:0')","tensor(194522.0625, device='cuda:0')","tensor(0.0151, device='cuda:0')"
"tensor(16119.9678, device='cuda:0')","tensor(1557491.5000, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(1412.6471, device='cuda:0')","tensor(90008.9219, device='cuda:0')","tensor(0.0150, device='cuda:0')"
"tensor(19639.5020, device='cuda:0')","tensor(1481977., device='cuda:0')","tensor(0.0064, device='cuda:0')"
"tensor(2642.9541, device='cuda:0')","tensor(604101.1875, device='cuda:0')","tensor(0.0288, device='cuda:0')"
"tensor(30441.8027, device='cuda:0')","tensor(5420772., device='cuda:0')","tensor(0.0288, device='cuda:0')"
"tensor(35.5830, device='cuda:0')","tensor(6918.7217, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(85572.2656, device='cuda:0')","tensor(44689472., device='cuda:0')","tensor(0.0195, device='cuda:0')"
"tensor(100871.6016, device='cuda:0')","tensor(64543360., device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(20553.9766, device='cuda:0')","tensor(24291594., device='cuda:0')","tensor(0.0191, device='cuda:0')"
"tensor(67613.1406, device='cuda:0')","tensor(27908722., device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(11398.7715, device='cuda:0')","tensor(7339816., device='cuda:0')","tensor(0.0187, device='cuda:0')"
"tensor(55993.3281, device='cuda:0')","tensor(18026856., device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(12182.4111, device='cuda:0')","tensor(8233331., device='cuda:0')","tensor(0.0184, device='cuda:0')"
"tensor(32328.1777, device='cuda:0')","tensor(7254921.5000, device='cuda:0')","tensor(0.0023, device='cuda:0')"
"tensor(7141.7178, device='cuda:0')","tensor(2762209., device='cuda:0')","tensor(0.0180, device='cuda:0')"
"tensor(23365.4590, device='cuda:0')","tensor(4333365., device='cuda:0')","tensor(0.0026, device='cuda:0')"
"tensor(5059.7832, device='cuda:0')","tensor(1315844.2500, device='cuda:0')","tensor(0.0170, device='cuda:0')"
"tensor(20674.4785, device='cuda:0')","tensor(3213266., device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(3457.9165, device='cuda:0')","tensor(599906.8750, device='cuda:0')","tensor(0.0166, device='cuda:0')"
"tensor(18740.2949, device='cuda:0')","tensor(1630021.2500, device='cuda:0')","tensor(0.0015, device='cuda:0')"
"tensor(1552.7319, device='cuda:0')","tensor(116821.7578, device='cuda:0')","tensor(0.0161, device='cuda:0')"
"tensor(18466.2227, device='cuda:0')","tensor(1584508.2500, device='cuda:0')","tensor(0.0015, device='cuda:0')"
"tensor(1839.6185, device='cuda:0')","tensor(160009.4062, device='cuda:0')","tensor(0.0157, device='cuda:0')"
"tensor(17075.3066, device='cuda:0')","tensor(1567965., device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(2082.5461, device='cuda:0')","tensor(196487.0625, device='cuda:0')","tensor(0.0150, device='cuda:0')"
"tensor(16452.1133, device='cuda:0')","tensor(1546784., device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1419.3998, device='cuda:0')","tensor(89849.2812, device='cuda:0')","tensor(0.0148, device='cuda:0')"
"tensor(19989.2871, device='cuda:0')","tensor(1472565.5000, device='cuda:0')","tensor(0.0061, device='cuda:0')"
"tensor(2642.9001, device='cuda:0')","tensor(604203.6250, device='cuda:0')","tensor(0.0288, device='cuda:0')"
"tensor(30042.8008, device='cuda:0')","tensor(5280714., device='cuda:0')","tensor(0.0288, device='cuda:0')"
"tensor(36.3423, device='cuda:0')","tensor(7217.1240, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(90064.6016, device='cuda:0')","tensor(49668564., device='cuda:0')","tensor(0.0196, device='cuda:0')"
"tensor(106751.1016, device='cuda:0')","tensor(71538584., device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(21617.0254, device='cuda:0')","tensor(26969892., device='cuda:0')","tensor(0.0191, device='cuda:0')"
"tensor(70248.3125, device='cuda:0')","tensor(30866356., device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(11958.7051, device='cuda:0')","tensor(8113563., device='cuda:0')","tensor(0.0188, device='cuda:0')"
"tensor(58397.3555, device='cuda:0')","tensor(19927730., device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(12752.3896, device='cuda:0')","tensor(9057859., device='cuda:0')","tensor(0.0185, device='cuda:0')"
"tensor(34712.4336, device='cuda:0')","tensor(8018741., device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(7478.1187, device='cuda:0')","tensor(3036715.5000, device='cuda:0')","tensor(0.0180, device='cuda:0')"
"tensor(24633.4219, device='cuda:0')","tensor(4808297.5000, device='cuda:0')","tensor(0.0026, device='cuda:0')"
"tensor(5331.1187, device='cuda:0')","tensor(1458357., device='cuda:0')","tensor(0.0170, device='cuda:0')"
"tensor(21377.0215, device='cuda:0')","tensor(3551819., device='cuda:0')","tensor(0.0026, device='cuda:0')"
"tensor(3642.1060, device='cuda:0')","tensor(665133.6250, device='cuda:0')","tensor(0.0166, device='cuda:0')"
"tensor(19153.1836, device='cuda:0')","tensor(1795387.3750, device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(1618.3026, device='cuda:0')","tensor(126906.9922, device='cuda:0')","tensor(0.0161, device='cuda:0')"
"tensor(19038.2129, device='cuda:0')","tensor(1744848.2500, device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(1939.0780, device='cuda:0')","tensor(177028.8125, device='cuda:0')","tensor(0.0156, device='cuda:0')"
"tensor(18094.9570, device='cuda:0')","tensor(1723057.3750, device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(2209.1555, device='cuda:0')","tensor(220739.3438, device='cuda:0')","tensor(0.0150, device='cuda:0')"
"tensor(16973.7051, device='cuda:0')","tensor(1694676.6250, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(1504.1448, device='cuda:0')","tensor(100039.6406, device='cuda:0')","tensor(0.0147, device='cuda:0')"
"tensor(20708.0508, device='cuda:0')","tensor(1611895.8750, device='cuda:0')","tensor(0.0062, device='cuda:0')"
"tensor(2760.5730, device='cuda:0')","tensor(659306.8750, device='cuda:0')","tensor(0.0288, device='cuda:0')"
"tensor(31560.2422, device='cuda:0')","tensor(5828540.5000, device='cuda:0')","tensor(0.0288, device='cuda:0')"
"tensor(38.3349, device='cuda:0')","tensor(8030.2402, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(104611.1797, device='cuda:0')","tensor(64161584., device='cuda:0')","tensor(0.0188, device='cuda:0')"
"tensor(123293.2109, device='cuda:0')","tensor(93561408., device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(25228.6641, device='cuda:0')","tensor(35306800., device='cuda:0')","tensor(0.0184, device='cuda:0')"
"tensor(84183.1875, device='cuda:0')","tensor(40312492., device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(13995.3887, device='cuda:0')","tensor(10694431., device='cuda:0')","tensor(0.0181, device='cuda:0')"
"tensor(68283.7031, device='cuda:0')","tensor(26021444., device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(14859.3574, device='cuda:0')","tensor(11859778., device='cuda:0')","tensor(0.0178, device='cuda:0')"
"tensor(39576.2656, device='cuda:0')","tensor(10538042., device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(8754.3574, device='cuda:0')","tensor(4014068.5000, device='cuda:0')","tensor(0.0174, device='cuda:0')"
"tensor(29212.6152, device='cuda:0')","tensor(6359722., device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(6187.5625, device='cuda:0')","tensor(1913675.7500, device='cuda:0')","tensor(0.0166, device='cuda:0')"
"tensor(25670.2363, device='cuda:0')","tensor(4712509.5000, device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(4197.3403, device='cuda:0')","tensor(865825.1250, device='cuda:0')","tensor(0.0163, device='cuda:0')"
"tensor(22157.0371, device='cuda:0')","tensor(2398392., device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(1890.0753, device='cuda:0')","tensor(169707.1250, device='cuda:0')","tensor(0.0158, device='cuda:0')"
"tensor(22832.8730, device='cuda:0')","tensor(2336332.5000, device='cuda:0')","tensor(0.0015, device='cuda:0')"
