pi,trace(a),trace(g)
"tensor(1234.1316, device='cuda:0')","tensor(124189.3516, device='cuda:0')","tensor(0.0272, device='cuda:0')"
"tensor(13941.8408, device='cuda:0')","tensor(1071992.3750, device='cuda:0')","tensor(0.0272, device='cuda:0')"
"tensor(17.0165, device='cuda:0')","tensor(1582.2690, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(42656.9961, device='cuda:0')","tensor(9552042., device='cuda:0')","tensor(0.0168, device='cuda:0')"
"tensor(49717.8164, device='cuda:0')","tensor(13421390., device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(10070.7334, device='cuda:0')","tensor(4983320., device='cuda:0')","tensor(0.0163, device='cuda:0')"
"tensor(34209.8008, device='cuda:0')","tensor(5915391.5000, device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(5619.5571, device='cuda:0')","tensor(1513149.2500, device='cuda:0')","tensor(0.0159, device='cuda:0')"
"tensor(29322.2949, device='cuda:0')","tensor(3874114., device='cuda:0')","tensor(0.0015, device='cuda:0')"
"tensor(6149.4385, device='cuda:0')","tensor(1765289.8750, device='cuda:0')","tensor(0.0155, device='cuda:0')"
"tensor(17003.4531, device='cuda:0')","tensor(1586976.5000, device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(3649.7395, device='cuda:0')","tensor(607119.1250, device='cuda:0')","tensor(0.0151, device='cuda:0')"
"tensor(12295.4199, device='cuda:0')","tensor(944018.5000, device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(2631.6731, device='cuda:0')","tensor(296137.1875, device='cuda:0')","tensor(0.0142, device='cuda:0')"
"tensor(10438.8418, device='cuda:0')","tensor(716688.8750, device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(1831.6526, device='cuda:0')","tensor(136855.6875, device='cuda:0')","tensor(0.0135, device='cuda:0')"
"tensor(11406.0869, device='cuda:0')","tensor(360615.4062, device='cuda:0')","tensor(0.0009, device='cuda:0')"
"tensor(820.7667, device='cuda:0')","tensor(26243.1074, device='cuda:0')","tensor(0.0129, device='cuda:0')"
"tensor(11049.7871, device='cuda:0')","tensor(347862.4375, device='cuda:0')","tensor(0.0009, device='cuda:0')"
"tensor(846.6771, device='cuda:0')","tensor(27119.7969, device='cuda:0')","tensor(0.0125, device='cuda:0')"
"tensor(10829.4766, device='cuda:0')","tensor(343016.5312, device='cuda:0')","tensor(0.0010, device='cuda:0')"
"tensor(984.0252, device='cuda:0')","tensor(35688.7422, device='cuda:0')","tensor(0.0122, device='cuda:0')"
"tensor(11587.5635, device='cuda:0')","tensor(342071.5625, device='cuda:0')","tensor(0.0008, device='cuda:0')"
"tensor(642.9940, device='cuda:0')","tensor(15055.0820, device='cuda:0')","tensor(0.0121, device='cuda:0')"
"tensor(10780.2598, device='cuda:0')","tensor(330242.4375, device='cuda:0')","tensor(0.0047, device='cuda:0')"
"tensor(1255.1118, device='cuda:0')","tensor(128467.9609, device='cuda:0')","tensor(0.0272, device='cuda:0')"
"tensor(14366.3984, device='cuda:0')","tensor(1138454.8750, device='cuda:0')","tensor(0.0272, device='cuda:0')"
"tensor(20.6093, device='cuda:0')","tensor(2320.9612, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(40832.7227, device='cuda:0')","tensor(9091997., device='cuda:0')","tensor(0.0174, device='cuda:0')"
"tensor(47004.9570, device='cuda:0')","tensor(12510478., device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(9543.1582, device='cuda:0')","tensor(4633364., device='cuda:0')","tensor(0.0169, device='cuda:0')"
"tensor(32784.6172, device='cuda:0')","tensor(5591539., device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(5256.3984, device='cuda:0')","tensor(1371355.7500, device='cuda:0')","tensor(0.0165, device='cuda:0')"
"tensor(28087.1113, device='cuda:0')","tensor(3662622.7500, device='cuda:0')","tensor(0.0015, device='cuda:0')"
"tensor(5870.2344, device='cuda:0')","tensor(1670145.7500, device='cuda:0')","tensor(0.0161, device='cuda:0')"
"tensor(16466.4824, device='cuda:0')","tensor(1533759.7500, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(3576.2402, device='cuda:0')","tensor(604775.3125, device='cuda:0')","tensor(0.0157, device='cuda:0')"
"tensor(11527.0400, device='cuda:0')","tensor(876430.8750, device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(2484.0034, device='cuda:0')","tensor(271572.8750, device='cuda:0')","tensor(0.0146, device='cuda:0')"
"tensor(10066.9209, device='cuda:0')","tensor(685944.3750, device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(1764.4137, device='cuda:0')","tensor(130006.6250, device='cuda:0')","tensor(0.0138, device='cuda:0')"
"tensor(10813.5996, device='cuda:0')","tensor(343493.7812, device='cuda:0')","tensor(0.0010, device='cuda:0')"
"tensor(813.2269, device='cuda:0')","tensor(26307.7734, device='cuda:0')","tensor(0.0132, device='cuda:0')"
"tensor(10710.3584, device='cuda:0')","tensor(332446.4375, device='cuda:0')","tensor(0.0010, device='cuda:0')"
"tensor(839.2347, device='cuda:0')","tensor(27175.9375, device='cuda:0')","tensor(0.0128, device='cuda:0')"
"tensor(9854.5488, device='cuda:0')","tensor(323354.8125, device='cuda:0')","tensor(0.0011, device='cuda:0')"
"tensor(891.5932, device='cuda:0')","tensor(29744., device='cuda:0')","tensor(0.0124, device='cuda:0')"
"tensor(10485.2598, device='cuda:0')","tensor(319668.2500, device='cuda:0')","tensor(0.0010, device='cuda:0')"
"tensor(639.4103, device='cuda:0')","tensor(15096.6816, device='cuda:0')","tensor(0.0122, device='cuda:0')"
"tensor(10342.0254, device='cuda:0')","tensor(307249.4062, device='cuda:0')","tensor(0.0048, device='cuda:0')"
"tensor(1217.7905, device='cuda:0')","tensor(121001.2656, device='cuda:0')","tensor(0.0272, device='cuda:0')"
"tensor(13923.7002, device='cuda:0')","tensor(1069902.1250, device='cuda:0')","tensor(0.0272, device='cuda:0')"
"tensor(18.2786, device='cuda:0')","tensor(1825.6805, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(42175.9492, device='cuda:0')","tensor(8853539., device='cuda:0')","tensor(0.0159, device='cuda:0')"
"tensor(48383.3711, device='cuda:0')","tensor(12162090., device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(9839.8916, device='cuda:0')","tensor(4493698., device='cuda:0')","tensor(0.0154, device='cuda:0')"
"tensor(33808.8555, device='cuda:0')","tensor(5479697., device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(5420.8413, device='cuda:0')","tensor(1332014.7500, device='cuda:0')","tensor(0.0150, device='cuda:0')"
"tensor(28766.0430, device='cuda:0')","tensor(3602232., device='cuda:0')","tensor(0.0014, device='cuda:0')"
"tensor(6115.8110, device='cuda:0')","tensor(1653536.2500, device='cuda:0')","tensor(0.0147, device='cuda:0')"
"tensor(16686.0156, device='cuda:0')","tensor(1532141.1250, device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(3743.5986, device='cuda:0')","tensor(605501.1875, device='cuda:0')","tensor(0.0143, device='cuda:0')"
"tensor(11816.1348, device='cuda:0')","tensor(866966.7500, device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(2580.8481, device='cuda:0')","tensor(271115.5312, device='cuda:0')","tensor(0.0135, device='cuda:0')"
"tensor(10574.9004, device='cuda:0')","tensor(685968.7500, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(1828.5135, device='cuda:0')","tensor(130607.0625, device='cuda:0')","tensor(0.0130, device='cuda:0')"
"tensor(11934.2803, device='cuda:0')","tensor(342979.1875, device='cuda:0')","tensor(0.0008, device='cuda:0')"
"tensor(840.0010, device='cuda:0')","tensor(26572.4727, device='cuda:0')","tensor(0.0125, device='cuda:0')"
"tensor(11058.5977, device='cuda:0')","tensor(332573.2500, device='cuda:0')","tensor(0.0009, device='cuda:0')"
"tensor(862.6473, device='cuda:0')","tensor(27394.6406, device='cuda:0')","tensor(0.0122, device='cuda:0')"
"tensor(11244.4375, device='cuda:0')","tensor(323214.3125, device='cuda:0')","tensor(0.0008, device='cuda:0')"
"tensor(890.4176, device='cuda:0')","tensor(28684.1562, device='cuda:0')","tensor(0.0120, device='cuda:0')"
"tensor(11518.8730, device='cuda:0')","tensor(320482., device='cuda:0')","tensor(0.0008, device='cuda:0')"
"tensor(648.2347, device='cuda:0')","tensor(15077.5420, device='cuda:0')","tensor(0.0119, device='cuda:0')"
"tensor(10807.4482, device='cuda:0')","tensor(308246.6875, device='cuda:0')","tensor(0.0044, device='cuda:0')"
"tensor(1234.5747, device='cuda:0')","tensor(124393.1562, device='cuda:0')","tensor(0.0272, device='cuda:0')"
"tensor(13824.8467, device='cuda:0')","tensor(1055048.3750, device='cuda:0')","tensor(0.0272, device='cuda:0')"
"tensor(16.0300, device='cuda:0')","tensor(1404.1333, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(41514.2422, device='cuda:0')","tensor(9327475., device='cuda:0')","tensor(0.0173, device='cuda:0')"
"tensor(47391.7266, device='cuda:0')","tensor(12720576., device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(9648.3389, device='cuda:0')","tensor(4704524., device='cuda:0')","tensor(0.0168, device='cuda:0')"
"tensor(32935.1445, device='cuda:0')","tensor(5752243., device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(5315.6079, device='cuda:0')","tensor(1391375.5000, device='cuda:0')","tensor(0.0163, device='cuda:0')"
"tensor(28415.5938, device='cuda:0')","tensor(3783937.2500, device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(5997.2988, device='cuda:0')","tensor(1727277.6250, device='cuda:0')","tensor(0.0159, device='cuda:0')"
"tensor(17039.1406, device='cuda:0')","tensor(1606809., device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(3689.3689, device='cuda:0')","tensor(638639.1250, device='cuda:0')","tensor(0.0156, device='cuda:0')"
"tensor(12001.8789, device='cuda:0')","tensor(915444.2500, device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(2539.4185, device='cuda:0')","tensor(282978.8125, device='cuda:0')","tensor(0.0146, device='cuda:0')"
"tensor(10734.4902, device='cuda:0')","tensor(726886.8125, device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(1822.3376, device='cuda:0')","tensor(138349.4688, device='cuda:0')","tensor(0.0138, device='cuda:0')"
"tensor(11400.0469, device='cuda:0')","tensor(363270.0312, device='cuda:0')","tensor(0.0009, device='cuda:0')"
"tensor(846.4632, device='cuda:0')","tensor(28420.6934, device='cuda:0')","tensor(0.0132, device='cuda:0')"
"tensor(11232.5283, device='cuda:0')","tensor(352749.6875, device='cuda:0')","tensor(0.0009, device='cuda:0')"
"tensor(874.8632, device='cuda:0')","tensor(29481.9375, device='cuda:0')","tensor(0.0128, device='cuda:0')"
"tensor(10599.5195, device='cuda:0')","tensor(340970.7812, device='cuda:0')","tensor(0.0010, device='cuda:0')"
"tensor(900.4132, device='cuda:0')","tensor(30295.6484, device='cuda:0')","tensor(0.0124, device='cuda:0')"
"tensor(11138.8486, device='cuda:0')","tensor(337112.6562, device='cuda:0')","tensor(0.0009, device='cuda:0')"
"tensor(664.6023, device='cuda:0')","tensor(16297.2871, device='cuda:0')","tensor(0.0122, device='cuda:0')"
"tensor(10682.2725, device='cuda:0')","tensor(323628.7812, device='cuda:0')","tensor(0.0047, device='cuda:0')"
"tensor(1266.5054, device='cuda:0')","tensor(130936.5312, device='cuda:0')","tensor(0.0272, device='cuda:0')"
"tensor(14117.9609, device='cuda:0')","tensor(1100476.1250, device='cuda:0')","tensor(0.0272, device='cuda:0')"
"tensor(16.9857, device='cuda:0')","tensor(1576.5481, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(40138.4453, device='cuda:0')","tensor(8963425., device='cuda:0')","tensor(0.0178, device='cuda:0')"
"tensor(45809.6016, device='cuda:0')","tensor(12322146., device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(9376.3086, device='cuda:0')","tensor(4552553., device='cuda:0')","tensor(0.0172, device='cuda:0')"
"tensor(32495.4316, device='cuda:0')","tensor(5556188.5000, device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(5181.1226, device='cuda:0')","tensor(1357057.6250, device='cuda:0')","tensor(0.0168, device='cuda:0')"
"tensor(27578.0039, device='cuda:0')","tensor(3649477., device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(5839.5806, device='cuda:0')","tensor(1677200.8750, device='cuda:0')","tensor(0.0163, device='cuda:0')"
"tensor(16336.4072, device='cuda:0')","tensor(1532784.7500, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(3549.2856, device='cuda:0')","tensor(607237.6250, device='cuda:0')","tensor(0.0160, device='cuda:0')"
"tensor(11419.8105, device='cuda:0')","tensor(878421.8750, device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(2476.2456, device='cuda:0')","tensor(275317.3125, device='cuda:0')","tensor(0.0149, device='cuda:0')"
"tensor(10421.5762, device='cuda:0')","tensor(699658.6250, device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(1771.8091, device='cuda:0')","tensor(134552.1875, device='cuda:0')","tensor(0.0142, device='cuda:0')"
"tensor(10933.1016, device='cuda:0')","tensor(351105.7812, device='cuda:0')","tensor(0.0010, device='cuda:0')"
"tensor(817.6302, device='cuda:0')","tensor(27080.8008, device='cuda:0')","tensor(0.0134, device='cuda:0')"
"tensor(10845.2578, device='cuda:0')","tensor(340961.8750, device='cuda:0')","tensor(0.0010, device='cuda:0')"
"tensor(837.3632, device='cuda:0')","tensor(27519.5469, device='cuda:0')","tensor(0.0130, device='cuda:0')"
"tensor(9949.7441, device='cuda:0')","tensor(332069.8125, device='cuda:0')","tensor(0.0011, device='cuda:0')"
"tensor(882.0037, device='cuda:0')","tensor(29452.6230, device='cuda:0')","tensor(0.0126, device='cuda:0')"
"tensor(10864.7051, device='cuda:0')","tensor(330622.2500, device='cuda:0')","tensor(0.0009, device='cuda:0')"
"tensor(640.5246, device='cuda:0')","tensor(15447.1523, device='cuda:0')","tensor(0.0125, device='cuda:0')"
"tensor(10427.7939, device='cuda:0')","tensor(318252.8438, device='cuda:0')","tensor(0.0049, device='cuda:0')"
"tensor(1258.8643, device='cuda:0')","tensor(129545.8906, device='cuda:0')","tensor(0.0272, device='cuda:0')"
"tensor(13890.5127, device='cuda:0')","tensor(1066823., device='cuda:0')","tensor(0.0272, device='cuda:0')"
"tensor(17.9819, device='cuda:0')","tensor(1766.8884, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(40855.9766, device='cuda:0')","tensor(9256137., device='cuda:0')","tensor(0.0177, device='cuda:0')"
"tensor(46578.6445, device='cuda:0')","tensor(12736398., device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(9548.8779, device='cuda:0')","tensor(4716388., device='cuda:0')","tensor(0.0172, device='cuda:0')"
"tensor(32481.8008, device='cuda:0')","tensor(5697364., device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(5289.3960, device='cuda:0')","tensor(1408827.7500, device='cuda:0')","tensor(0.0167, device='cuda:0')"
"tensor(28163.4395, device='cuda:0')","tensor(3743171.2500, device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(5898.6890, device='cuda:0')","tensor(1708641.2500, device='cuda:0')","tensor(0.0163, device='cuda:0')"
"tensor(15909.7695, device='cuda:0')","tensor(1558890.5000, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(3551.9194, device='cuda:0')","tensor(605428.4375, device='cuda:0')","tensor(0.0159, device='cuda:0')"
"tensor(11560.0029, device='cuda:0')","tensor(899196.9375, device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(2496.3982, device='cuda:0')","tensor(281819.4375, device='cuda:0')","tensor(0.0150, device='cuda:0')"
"tensor(9891.1172, device='cuda:0')","tensor(701650.6250, device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(1779.2192, device='cuda:0')","tensor(135108.1250, device='cuda:0')","tensor(0.0142, device='cuda:0')"
"tensor(10940.0078, device='cuda:0')","tensor(351388.3125, device='cuda:0')","tensor(0.0010, device='cuda:0')"
"tensor(813.1273, device='cuda:0')","tensor(26784.8691, device='cuda:0')","tensor(0.0134, device='cuda:0')"
"tensor(10920.2227, device='cuda:0')","tensor(339515.2500, device='cuda:0')","tensor(0.0009, device='cuda:0')"
"tensor(827.6536, device='cuda:0')","tensor(26925.1328, device='cuda:0')","tensor(0.0130, device='cuda:0')"
"tensor(10284.9922, device='cuda:0')","tensor(331367.1875, device='cuda:0')","tensor(0.0010, device='cuda:0')"
"tensor(913.2533, device='cuda:0')","tensor(31823.7500, device='cuda:0')","tensor(0.0127, device='cuda:0')"
"tensor(10944.9834, device='cuda:0')","tensor(328944.1875, device='cuda:0')","tensor(0.0009, device='cuda:0')"
"tensor(632.0317, device='cuda:0')","tensor(15061.3477, device='cuda:0')","tensor(0.0125, device='cuda:0')"
"tensor(10446.6016, device='cuda:0')","tensor(317086.5000, device='cuda:0')","tensor(0.0048, device='cuda:0')"
"tensor(1245.7125, device='cuda:0')","tensor(126928.2500, device='cuda:0')","tensor(0.0272, device='cuda:0')"
"tensor(14012.5156, device='cuda:0')","tensor(1086287.7500, device='cuda:0')","tensor(0.0272, device='cuda:0')"
"tensor(18.8314, device='cuda:0')","tensor(1937.7770, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(41414.0352, device='cuda:0')","tensor(9638602., device='cuda:0')","tensor(0.0180, device='cuda:0')"
"tensor(47463.7031, device='cuda:0')","tensor(13430487., device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(9724.7783, device='cuda:0')","tensor(4969028.5000, device='cuda:0')","tensor(0.0174, device='cuda:0')"
"tensor(33752.9102, device='cuda:0')","tensor(5971628., device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(5413.7812, device='cuda:0')","tensor(1499633., device='cuda:0')","tensor(0.0170, device='cuda:0')"
"tensor(28437.8066, device='cuda:0')","tensor(3899625., device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(5983.6362, device='cuda:0')","tensor(1788453.8750, device='cuda:0')","tensor(0.0166, device='cuda:0')"
"tensor(16061.4746, device='cuda:0')","tensor(1590407.2500, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(3551.3516, device='cuda:0')","tensor(616072.0625, device='cuda:0')","tensor(0.0162, device='cuda:0')"
"tensor(11623.1475, device='cuda:0')","tensor(930620.5000, device='cuda:0')","tensor(0.0023, device='cuda:0')"
"tensor(2512.3647, device='cuda:0')","tensor(288152.7500, device='cuda:0')","tensor(0.0151, device='cuda:0')"
"tensor(10051.9248, device='cuda:0')","tensor(725232.3750, device='cuda:0')","tensor(0.0024, device='cuda:0')"
