pi,trace(a),trace(g)
"tensor(18590.6016, device='cuda:0')","tensor(30356224., device='cuda:0')","tensor(0.0291, device='cuda:0')"
"tensor(57587.1133, device='cuda:0')","tensor(34923272., device='cuda:0')","tensor(0.0035, device='cuda:0')"
"tensor(10324.5166, device='cuda:0')","tensor(9238070., device='cuda:0')","tensor(0.0287, device='cuda:0')"
"tensor(46971.9414, device='cuda:0')","tensor(22618758., device='cuda:0')","tensor(0.0034, device='cuda:0')"
"tensor(11099.1270, device='cuda:0')","tensor(10431089., device='cuda:0')","tensor(0.0281, device='cuda:0')"
"tensor(28295.7480, device='cuda:0')","tensor(9039261., device='cuda:0')","tensor(0.0037, device='cuda:0')"
"tensor(6422.5034, device='cuda:0')","tensor(3388695.5000, device='cuda:0')","tensor(0.0272, device='cuda:0')"
"tensor(21292.4902, device='cuda:0')","tensor(5507337., device='cuda:0')","tensor(0.0040, device='cuda:0')"
"tensor(4636.3120, device='cuda:0')","tensor(1655612.7500, device='cuda:0')","tensor(0.0255, device='cuda:0')"
"tensor(17147.4316, device='cuda:0')","tensor(4138605., device='cuda:0')","tensor(0.0047, device='cuda:0')"
"tensor(3266.3811, device='cuda:0')","tensor(793807.4375, device='cuda:0')","tensor(0.0247, device='cuda:0')"
"tensor(17148.7773, device='cuda:0')","tensor(2129603.5000, device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(1515.6437, device='cuda:0')","tensor(164467.5156, device='cuda:0')","tensor(0.0237, device='cuda:0')"
"tensor(15827.9697, device='cuda:0')","tensor(2076200.5000, device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(1853.0984, device='cuda:0')","tensor(234364.7812, device='cuda:0')","tensor(0.0226, device='cuda:0')"
"tensor(16601.3926, device='cuda:0')","tensor(2037913.1250, device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(2033.6854, device='cuda:0')","tensor(273511.6250, device='cuda:0')","tensor(0.0219, device='cuda:0')"
"tensor(14081.4248, device='cuda:0')","tensor(1986924.2500, device='cuda:0')","tensor(0.0033, device='cuda:0')"
"tensor(1410.8746, device='cuda:0')","tensor(127561.4531, device='cuda:0')","tensor(0.0213, device='cuda:0')"
"tensor(18120.3750, device='cuda:0')","tensor(1884144.5000, device='cuda:0')","tensor(0.0095, device='cuda:0')"
"tensor(2894.2632, device='cuda:0')","tensor(788309.5000, device='cuda:0')","tensor(0.0313, device='cuda:0')"
"tensor(31879.9785, device='cuda:0')","tensor(6469143., device='cuda:0')","tensor(0.0313, device='cuda:0')"
"tensor(78.3626, device='cuda:0')","tensor(33555., device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(86293.4062, device='cuda:0')","tensor(67939360., device='cuda:0')","tensor(0.0292, device='cuda:0')"
"tensor(100158.9375, device='cuda:0')","tensor(99729840., device='cuda:0')","tensor(0.0033, device='cuda:0')"
"tensor(20792.6016, device='cuda:0')","tensor(37458424., device='cuda:0')","tensor(0.0287, device='cuda:0')"
"tensor(64624.4922, device='cuda:0')","tensor(42965184., device='cuda:0')","tensor(0.0034, device='cuda:0')"
"tensor(11586.7598, device='cuda:0')","tensor(11458682., device='cuda:0')","tensor(0.0283, device='cuda:0')"
"tensor(52891.9219, device='cuda:0')","tensor(27836124., device='cuda:0')","tensor(0.0033, device='cuda:0')"
"tensor(12401.3281, device='cuda:0')","tensor(12827840., device='cuda:0')","tensor(0.0277, device='cuda:0')"
"tensor(32106.5820, device='cuda:0')","tensor(11192258., device='cuda:0')","tensor(0.0036, device='cuda:0')"
"tensor(7187.0977, device='cuda:0')","tensor(4184778.5000, device='cuda:0')","tensor(0.0269, device='cuda:0')"
"tensor(24355.6797, device='cuda:0')","tensor(6898427., device='cuda:0')","tensor(0.0039, device='cuda:0')"
"tensor(5206.6431, device='cuda:0')","tensor(2063041.3750, device='cuda:0')","tensor(0.0252, device='cuda:0')"
"tensor(19622.4238, device='cuda:0')","tensor(5197635., device='cuda:0')","tensor(0.0045, device='cuda:0')"
"tensor(3656.3188, device='cuda:0')","tensor(984160.5000, device='cuda:0')","tensor(0.0244, device='cuda:0')"
"tensor(19403.4355, device='cuda:0')","tensor(2693135.2500, device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(1713.2946, device='cuda:0')","tensor(208044.1562, device='cuda:0')","tensor(0.0235, device='cuda:0')"
"tensor(17968.3340, device='cuda:0')","tensor(2634250.5000, device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(2137.4146, device='cuda:0')","tensor(308489.7500, device='cuda:0')","tensor(0.0224, device='cuda:0')"
"tensor(18474.5449, device='cuda:0')","tensor(2588162., device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(2328.9380, device='cuda:0')","tensor(352679.4375, device='cuda:0')","tensor(0.0216, device='cuda:0')"
"tensor(16232.7041, device='cuda:0')","tensor(2522529., device='cuda:0')","tensor(0.0032, device='cuda:0')"
"tensor(1632.5035, device='cuda:0')","tensor(168094.4688, device='cuda:0')","tensor(0.0209, device='cuda:0')"
"tensor(20634.1699, device='cuda:0')","tensor(2387863., device='cuda:0')","tensor(0.0093, device='cuda:0')"
"tensor(3266.9399, device='cuda:0')","tensor(1004332., device='cuda:0')","tensor(0.0313, device='cuda:0')"
"tensor(35629.3633, device='cuda:0')","tensor(8079809., device='cuda:0')","tensor(0.0313, device='cuda:0')"
"tensor(89.8136, device='cuda:0')","tensor(44078.1992, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(78437.7891, device='cuda:0')","tensor(58289092., device='cuda:0')","tensor(0.0303, device='cuda:0')"
"tensor(91416.5000, device='cuda:0')","tensor(85491448., device='cuda:0')","tensor(0.0034, device='cuda:0')"
"tensor(18910.0410, device='cuda:0')","tensor(32137418., device='cuda:0')","tensor(0.0298, device='cuda:0')"
"tensor(58353.9141, device='cuda:0')","tensor(36817708., device='cuda:0')","tensor(0.0036, device='cuda:0')"
"tensor(10539.1875, device='cuda:0')","tensor(9840500., device='cuda:0')","tensor(0.0294, device='cuda:0')"
"tensor(47948.8242, device='cuda:0')","tensor(23880062., device='cuda:0')","tensor(0.0034, device='cuda:0')"
"tensor(11254.2305, device='cuda:0')","tensor(10965696., device='cuda:0')","tensor(0.0287, device='cuda:0')"
"tensor(28943.5684, device='cuda:0')","tensor(9602861., device='cuda:0')","tensor(0.0038, device='cuda:0')"
"tensor(6532.6367, device='cuda:0')","tensor(3575597.5000, device='cuda:0')","tensor(0.0278, device='cuda:0')"
"tensor(21998.7500, device='cuda:0')","tensor(5950529., device='cuda:0')","tensor(0.0041, device='cuda:0')"
"tensor(4783.4609, device='cuda:0')","tensor(1788705.6250, device='cuda:0')","tensor(0.0259, device='cuda:0')"
"tensor(17615.1484, device='cuda:0')","tensor(4468884., device='cuda:0')","tensor(0.0048, device='cuda:0')"
"tensor(3345.3665, device='cuda:0')","tensor(840704.3750, device='cuda:0')","tensor(0.0249, device='cuda:0')"
"tensor(17971.5566, device='cuda:0')","tensor(2309313.7500, device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(1568.3293, device='cuda:0')","tensor(177500.7500, device='cuda:0')","tensor(0.0239, device='cuda:0')"
"tensor(16231.0996, device='cuda:0')","tensor(2255774.5000, device='cuda:0')","tensor(0.0028, device='cuda:0')"
"tensor(1962.6906, device='cuda:0')","tensor(263843.8125, device='cuda:0')","tensor(0.0227, device='cuda:0')"
"tensor(17152.9434, device='cuda:0')","tensor(2216846.5000, device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(2157.5735, device='cuda:0')","tensor(308673.9688, device='cuda:0')","tensor(0.0220, device='cuda:0')"
"tensor(14622.6104, device='cuda:0')","tensor(2157885.2500, device='cuda:0')","tensor(0.0033, device='cuda:0')"
"tensor(1483.2252, device='cuda:0')","tensor(141464.5469, device='cuda:0')","tensor(0.0213, device='cuda:0')"
"tensor(19007.2676, device='cuda:0')","tensor(2043919.1250, device='cuda:0')","tensor(0.0094, device='cuda:0')"
"tensor(3013.6375, device='cuda:0')","tensor(854715.6250, device='cuda:0')","tensor(0.0313, device='cuda:0')"
"tensor(32993.7188, device='cuda:0')","tensor(6929344.5000, device='cuda:0')","tensor(0.0313, device='cuda:0')"
"tensor(84.4767, device='cuda:0')","tensor(38995.3906, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(97016.5312, device='cuda:0')","tensor(86908528., device='cuda:0')","tensor(0.0295, device='cuda:0')"
"tensor(113770.0469, device='cuda:0')","tensor(1.2860e+08, device='cuda:0')","tensor(0.0033, device='cuda:0')"
"tensor(23466.6328, device='cuda:0')","tensor(48371540., device='cuda:0')","tensor(0.0291, device='cuda:0')"
"tensor(72608.5547, device='cuda:0')","tensor(55379376., device='cuda:0')","tensor(0.0035, device='cuda:0')"
"tensor(13125.8281, device='cuda:0')","tensor(14920945., device='cuda:0')","tensor(0.0287, device='cuda:0')"
"tensor(58774.8242, device='cuda:0')","tensor(35979904., device='cuda:0')","tensor(0.0035, device='cuda:0')"
"tensor(13942.1553, device='cuda:0')","tensor(16445482., device='cuda:0')","tensor(0.0281, device='cuda:0')"
"tensor(36321.1484, device='cuda:0')","tensor(14604132., device='cuda:0')","tensor(0.0037, device='cuda:0')"
"tensor(8118.4297, device='cuda:0')","tensor(5405949., device='cuda:0')","tensor(0.0272, device='cuda:0')"
"tensor(28438.1484, device='cuda:0')","tensor(9199337., device='cuda:0')","tensor(0.0038, device='cuda:0')"
"tensor(5982.8931, device='cuda:0')","tensor(2756308.7500, device='cuda:0')","tensor(0.0255, device='cuda:0')"
"tensor(22328.2129, device='cuda:0')","tensor(6927589.5000, device='cuda:0')","tensor(0.0046, device='cuda:0')"
"tensor(4181.2642, device='cuda:0')","tensor(1299571.1250, device='cuda:0')","tensor(0.0246, device='cuda:0')"
"tensor(22504.1406, device='cuda:0')","tensor(3599838., device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(1962.5697, device='cuda:0')","tensor(276082.8125, device='cuda:0')","tensor(0.0238, device='cuda:0')"
"tensor(20466.0957, device='cuda:0')","tensor(3526859., device='cuda:0')","tensor(0.0028, device='cuda:0')"
"tensor(2512.3025, device='cuda:0')","tensor(429352.3750, device='cuda:0')","tensor(0.0226, device='cuda:0')"
"tensor(21579.6211, device='cuda:0')","tensor(3470668.2500, device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(2740.7312, device='cuda:0')","tensor(493842., device='cuda:0')","tensor(0.0218, device='cuda:0')"
"tensor(18833.4434, device='cuda:0')","tensor(3379494., device='cuda:0')","tensor(0.0032, device='cuda:0')"
"tensor(1896.5720, device='cuda:0')","tensor(229435.8594, device='cuda:0')","tensor(0.0212, device='cuda:0')"
"tensor(24005.7891, device='cuda:0')","tensor(3196184.5000, device='cuda:0')","tensor(0.0092, device='cuda:0')"
"tensor(3784.0828, device='cuda:0')","tensor(1347582.2500, device='cuda:0')","tensor(0.0313, device='cuda:0')"
"tensor(40706.6133, device='cuda:0')","tensor(10547608., device='cuda:0')","tensor(0.0313, device='cuda:0')"
"tensor(107.3598, device='cuda:0')","tensor(62983.0195, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(69496.9297, device='cuda:0')","tensor(49709816., device='cuda:0')","tensor(0.0329, device='cuda:0')"
"tensor(81037.9922, device='cuda:0')","tensor(73293800., device='cuda:0')","tensor(0.0037, device='cuda:0')"
"tensor(16790.5664, device='cuda:0')","tensor(27503690., device='cuda:0')","tensor(0.0324, device='cuda:0')"
"tensor(51860.5820, device='cuda:0')","tensor(31615632., device='cuda:0')","tensor(0.0039, device='cuda:0')"
"tensor(9390.3223, device='cuda:0')","tensor(8466316., device='cuda:0')","tensor(0.0318, device='cuda:0')"
"tensor(42731.3516, device='cuda:0')","tensor(20504260., device='cuda:0')","tensor(0.0037, device='cuda:0')"
"tensor(10055.7393, device='cuda:0')","tensor(9458486., device='cuda:0')","tensor(0.0310, device='cuda:0')"
"tensor(25026.8125, device='cuda:0')","tensor(8264362., device='cuda:0')","tensor(0.0044, device='cuda:0')"
"tensor(5838.6846, device='cuda:0')","tensor(3102409.5000, device='cuda:0')","tensor(0.0302, device='cuda:0')"
"tensor(18993.1523, device='cuda:0')","tensor(5110806., device='cuda:0')","tensor(0.0047, device='cuda:0')"
"tensor(4274.4595, device='cuda:0')","tensor(1537720.6250, device='cuda:0')","tensor(0.0279, device='cuda:0')"
"tensor(15358.1826, device='cuda:0')","tensor(3865640.5000, device='cuda:0')","tensor(0.0054, device='cuda:0')"
"tensor(3014.6499, device='cuda:0')","tensor(724671.6250, device='cuda:0')","tensor(0.0264, device='cuda:0')"
"tensor(16029.4648, device='cuda:0')","tensor(2003595.1250, device='cuda:0')","tensor(0.0026, device='cuda:0')"
"tensor(1421.6633, device='cuda:0')","tensor(153256.4062, device='cuda:0')","tensor(0.0251, device='cuda:0')"
"tensor(14616.0459, device='cuda:0')","tensor(1960832.3750, device='cuda:0')","tensor(0.0030, device='cuda:0')"
"tensor(1784.1332, device='cuda:0')","tensor(228637.3125, device='cuda:0')","tensor(0.0238, device='cuda:0')"
"tensor(15210.5039, device='cuda:0')","tensor(1930889.1250, device='cuda:0')","tensor(0.0028, device='cuda:0')"
"tensor(1963.4031, device='cuda:0')","tensor(265195.7500, device='cuda:0')","tensor(0.0228, device='cuda:0')"
"tensor(13500.2891, device='cuda:0')","tensor(1886352.5000, device='cuda:0')","tensor(0.0034, device='cuda:0')"
"tensor(1359.7512, device='cuda:0')","tensor(123436.4141, device='cuda:0')","tensor(0.0221, device='cuda:0')"
"tensor(17349.9102, device='cuda:0')","tensor(1786492., device='cuda:0')","tensor(0.0098, device='cuda:0')"
"tensor(2826.0745, device='cuda:0')","tensor(751661.5625, device='cuda:0')","tensor(0.0313, device='cuda:0')"
"tensor(30658.5137, device='cuda:0')","tensor(5983391., device='cuda:0')","tensor(0.0313, device='cuda:0')"
"tensor(80.9677, device='cuda:0')","tensor(35823.0859, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(68555.8594, device='cuda:0')","tensor(43936920., device='cuda:0')","tensor(0.0299, device='cuda:0')"
"tensor(80129.0391, device='cuda:0')","tensor(63838208., device='cuda:0')","tensor(0.0033, device='cuda:0')"
"tensor(16474.2520, device='cuda:0')","tensor(24011372., device='cuda:0')","tensor(0.0293, device='cuda:0')"
"tensor(51380.9258, device='cuda:0')","tensor(27469228., device='cuda:0')","tensor(0.0035, device='cuda:0')"
"tensor(9146.2598, device='cuda:0')","tensor(7285375., device='cuda:0')","tensor(0.0289, device='cuda:0')"
"tensor(41628.6875, device='cuda:0')","tensor(17758074., device='cuda:0')","tensor(0.0034, device='cuda:0')"
"tensor(9786.5391, device='cuda:0')","tensor(8155789., device='cuda:0')","tensor(0.0282, device='cuda:0')"
"tensor(24977.6289, device='cuda:0')","tensor(7093194., device='cuda:0')","tensor(0.0038, device='cuda:0')"
"tensor(5672.7319, device='cuda:0')","tensor(2647278., device='cuda:0')","tensor(0.0273, device='cuda:0')"
"tensor(19441.1055, device='cuda:0')","tensor(4341707., device='cuda:0')","tensor(0.0038, device='cuda:0')"
"tensor(4100.3403, device='cuda:0')","tensor(1296919.8750, device='cuda:0')","tensor(0.0256, device='cuda:0')"
"tensor(15251.2285, device='cuda:0')","tensor(3244611.5000, device='cuda:0')","tensor(0.0046, device='cuda:0')"
"tensor(2866.7803, device='cuda:0')","tensor(613850.8750, device='cuda:0')","tensor(0.0248, device='cuda:0')"
"tensor(15268.5840, device='cuda:0')","tensor(1665358., device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(1337.4696, device='cuda:0')","tensor(128149.5625, device='cuda:0')","tensor(0.0238, device='cuda:0')"
"tensor(13986.5898, device='cuda:0')","tensor(1620928., device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(1631.9211, device='cuda:0')","tensor(181539.5156, device='cuda:0')","tensor(0.0226, device='cuda:0')"
"tensor(14510.2725, device='cuda:0')","tensor(1589122., device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(1794.2804, device='cuda:0')","tensor(212511.8594, device='cuda:0')","tensor(0.0219, device='cuda:0')"
"tensor(12533.0625, device='cuda:0')","tensor(1547728., device='cuda:0')","tensor(0.0033, device='cuda:0')"
"tensor(1235.4109, device='cuda:0')","tensor(97368.5156, device='cuda:0')","tensor(0.0212, device='cuda:0')"
"tensor(16071.6719, device='cuda:0')","tensor(1469228.2500, device='cuda:0')","tensor(0.0094, device='cuda:0')"
"tensor(2535.4219, device='cuda:0')","tensor(605032.8750, device='cuda:0')","tensor(0.0313, device='cuda:0')"
"tensor(28353.4375, device='cuda:0')","tensor(5117761., device='cuda:0')","tensor(0.0313, device='cuda:0')"
"tensor(69.2608, device='cuda:0')","tensor(26212.8496, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(84576.5078, device='cuda:0')","tensor(67381856., device='cuda:0')","tensor(0.0301, device='cuda:0')"
"tensor(97677.4922, device='cuda:0')","tensor(98021232., device='cuda:0')","tensor(0.0034, device='cuda:0')"
"tensor(20274.0703, device='cuda:0')","tensor(36789744., device='cuda:0')","tensor(0.0297, device='cuda:0')"
"tensor(62910.7461, device='cuda:0')","tensor(42304692., device='cuda:0')","tensor(0.0035, device='cuda:0')"
"tensor(11269.2070, device='cuda:0')","tensor(11206146., device='cuda:0')","tensor(0.0293, device='cuda:0')"
"tensor(50679.0312, device='cuda:0')","tensor(27390276., device='cuda:0')","tensor(0.0035, device='cuda:0')"
"tensor(12108.4258, device='cuda:0')","tensor(12629912., device='cuda:0')","tensor(0.0286, device='cuda:0')"
"tensor(31006.5918, device='cuda:0')","tensor(10968448., device='cuda:0')","tensor(0.0038, device='cuda:0')"
"tensor(6995.9688, device='cuda:0')","tensor(4096238.5000, device='cuda:0')","tensor(0.0278, device='cuda:0')"
"tensor(22968.7754, device='cuda:0')","tensor(6703681., device='cuda:0')","tensor(0.0042, device='cuda:0')"
"tensor(5079.4448, device='cuda:0')","tensor(2012879., device='cuda:0')","tensor(0.0259, device='cuda:0')"
"tensor(18818.1992, device='cuda:0')","tensor(5034787., device='cuda:0')","tensor(0.0047, device='cuda:0')"
"tensor(3583.0679, device='cuda:0')","tensor(962387.8750, device='cuda:0')","tensor(0.0249, device='cuda:0')"
"tensor(19010.5957, device='cuda:0')","tensor(2596996.5000, device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(1675.2639, device='cuda:0')","tensor(201978.9219, device='cuda:0')","tensor(0.0239, device='cuda:0')"
"tensor(17154.9219, device='cuda:0')","tensor(2532009., device='cuda:0')","tensor(0.0029, device='cuda:0')"
"tensor(2060.3098, device='cuda:0')","tensor(290145.7500, device='cuda:0')","tensor(0.0227, device='cuda:0')"
"tensor(18183.3457, device='cuda:0')","tensor(2485729.7500, device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(2255.7197, device='cuda:0')","tensor(335504.4062, device='cuda:0')","tensor(0.0219, device='cuda:0')"
"tensor(15624.1104, device='cuda:0')","tensor(2420127., device='cuda:0')","tensor(0.0033, device='cuda:0')"
"tensor(1572.1772, device='cuda:0')","tensor(158194.6250, device='cuda:0')","tensor(0.0212, device='cuda:0')"
"tensor(20164.9258, device='cuda:0')","tensor(2292918., device='cuda:0')","tensor(0.0093, device='cuda:0')"
"tensor(3203.6875, device='cuda:0')","tensor(965885.0625, device='cuda:0')","tensor(0.0313, device='cuda:0')"
"tensor(35128.6094, device='cuda:0')","tensor(7854834.5000, device='cuda:0')","tensor(0.0313, device='cuda:0')"
"tensor(86.7973, device='cuda:0')","tensor(41167.2734, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(79796.4844, device='cuda:0')","tensor(61457096., device='cuda:0')","tensor(0.0309, device='cuda:0')"
"tensor(93060.2031, device='cuda:0')","tensor(90260120., device='cuda:0')","tensor(0.0035, device='cuda:0')"
"tensor(19254.9883, device='cuda:0')","tensor(33940968., device='cuda:0')","tensor(0.0304, device='cuda:0')"
"tensor(59785.6094, device='cuda:0')","tensor(38879560., device='cuda:0')","tensor(0.0036, device='cuda:0')"
"tensor(10745.8818, device='cuda:0')","tensor(10411029., device='cuda:0')","tensor(0.0299, device='cuda:0')"
"tensor(49030.8281, device='cuda:0')","tensor(25219808., device='cuda:0')","tensor(0.0035, device='cuda:0')"
"tensor(11442.4395, device='cuda:0')","tensor(11522710., device='cuda:0')","tensor(0.0292, device='cuda:0')"
"tensor(29071.7754, device='cuda:0')","tensor(10230872., device='cuda:0')","tensor(0.0040, device='cuda:0')"
"tensor(6667.1626, device='cuda:0')","tensor(3793351.2500, device='cuda:0')","tensor(0.0283, device='cuda:0')"
"tensor(21944.5293, device='cuda:0')","tensor(6371670.5000, device='cuda:0')","tensor(0.0044, device='cuda:0')"
"tensor(4901.6875, device='cuda:0')","tensor(1905236.7500, device='cuda:0')","tensor(0.0263, device='cuda:0')"
"tensor(18186.7109, device='cuda:0')","tensor(4788645., device='cuda:0')","tensor(0.0048, device='cuda:0')"
"tensor(3442.5967, device='cuda:0')","tensor(900748.1250, device='cuda:0')","tensor(0.0252, device='cuda:0')"
"tensor(18483.6797, device='cuda:0')","tensor(2481435.5000, device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(1618.7802, device='cuda:0')","tensor(191126.3125, device='cuda:0')","tensor(0.0242, device='cuda:0')"
"tensor(16985.6270, device='cuda:0')","tensor(2427684.2500, device='cuda:0')","tensor(0.0028, device='cuda:0')"
"tensor(2040.0861, device='cuda:0')","tensor(288811.7812, device='cuda:0')","tensor(0.0230, device='cuda:0')"
"tensor(17759.5098, device='cuda:0')","tensor(2382352., device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(2218.0669, device='cuda:0')","tensor(329841.8438, device='cuda:0')","tensor(0.0222, device='cuda:0')"
"tensor(15137.1875, device='cuda:0')","tensor(2313595.5000, device='cuda:0')","tensor(0.0033, device='cuda:0')"
"tensor(1541.3350, device='cuda:0')","tensor(154689.5312, device='cuda:0')","tensor(0.0216, device='cuda:0')"
"tensor(19423.9844, device='cuda:0')","tensor(2188619., device='cuda:0')","tensor(0.0096, device='cuda:0')"
"tensor(3120.4246, device='cuda:0')","tensor(916346.5000, device='cuda:0')","tensor(0.0313, device='cuda:0')"
"tensor(34014.9062, device='cuda:0')","tensor(7364799., device='cuda:0')","tensor(0.0313, device='cuda:0')"
"tensor(84.1967, device='cuda:0')","tensor(38737.3906, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(79354.8906, device='cuda:0')","tensor(58359340., device='cuda:0')","tensor(0.0297, device='cuda:0')"
"tensor(92196.9766, device='cuda:0')","tensor(85419904., device='cuda:0')","tensor(0.0033, device='cuda:0')"
"tensor(19106.3770, device='cuda:0')","tensor(32123972., device='cuda:0')","tensor(0.0292, device='cuda:0')"
"tensor(59598.9492, device='cuda:0')","tensor(36798616., device='cuda:0')","tensor(0.0034, device='cuda:0')"
"tensor(10654.8740, device='cuda:0')","tensor(9839966., device='cuda:0')","tensor(0.0287, device='cuda:0')"
"tensor(48130.7969, device='cuda:0')","tensor(23852276., device='cuda:0')","tensor(0.0034, device='cuda:0')"
"tensor(11363.3389, device='cuda:0')","tensor(10933192., device='cuda:0')","tensor(0.0281, device='cuda:0')"
"tensor(29011.9805, device='cuda:0')","tensor(9583490., device='cuda:0')","tensor(0.0038, device='cuda:0')"
"tensor(6579.8574, device='cuda:0')","tensor(3559734.5000, device='cuda:0')","tensor(0.0273, device='cuda:0')"
"tensor(22719.9570, device='cuda:0')","tensor(5965473., device='cuda:0')","tensor(0.0038, device='cuda:0')"
"tensor(4817.2944, device='cuda:0')","tensor(1794214.7500, device='cuda:0')","tensor(0.0256, device='cuda:0')"
"tensor(17941.8066, device='cuda:0')","tensor(4475429., device='cuda:0')","tensor(0.0046, device='cuda:0')"
"tensor(3369.6160, device='cuda:0')","tensor(847120., device='cuda:0')","tensor(0.0247, device='cuda:0')"
"tensor(17888.8145, device='cuda:0')","tensor(2313391.2500, device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(1571.0045, device='cuda:0')","tensor(177252.3125, device='cuda:0')","tensor(0.0238, device='cuda:0')"
"tensor(16383.9141, device='cuda:0')","tensor(2258632., device='cuda:0')","tensor(0.0028, device='cuda:0')"
"tensor(1958.1691, device='cuda:0')","tensor(262721., device='cuda:0')","tensor(0.0227, device='cuda:0')"
"tensor(17071.5215, device='cuda:0')","tensor(2222159.5000, device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(2151.7573, device='cuda:0')","tensor(306681.1562, device='cuda:0')","tensor(0.0220, device='cuda:0')"
"tensor(14814.9648, device='cuda:0')","tensor(2165473.7500, device='cuda:0')","tensor(0.0033, device='cuda:0')"
"tensor(1481.9553, device='cuda:0')","tensor(140940.2188, device='cuda:0')","tensor(0.0213, device='cuda:0')"
"tensor(19013.2461, device='cuda:0')","tensor(2052211.6250, device='cuda:0')","tensor(0.0094, device='cuda:0')"
"tensor(3013.0747, device='cuda:0')","tensor(854344.5000, device='cuda:0')","tensor(0.0313, device='cuda:0')"
"tensor(33005.6758, device='cuda:0')","tensor(6933946., device='cuda:0')","tensor(0.0313, device='cuda:0')"
"tensor(81.9977, device='cuda:0')","tensor(36740.3125, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(74903.5703, device='cuda:0')","tensor(53851864., device='cuda:0')","tensor(0.0307, device='cuda:0')"
"tensor(86985.5703, device='cuda:0')","tensor(79079280., device='cuda:0')","tensor(0.0035, device='cuda:0')"
"tensor(18073.4316, device='cuda:0')","tensor(29797100., device='cuda:0')","tensor(0.0302, device='cuda:0')"
"tensor(55200.5352, device='cuda:0')","tensor(33993704., device='cuda:0')","tensor(0.0037, device='cuda:0')"
"tensor(10074.8916, device='cuda:0')","tensor(9145066., device='cuda:0')","tensor(0.0299, device='cuda:0')"
"tensor(45626.6523, device='cuda:0')","tensor(22061836., device='cuda:0')","tensor(0.0035, device='cuda:0')"
"tensor(10683.7236, device='cuda:0')","tensor(10046581., device='cuda:0')","tensor(0.0292, device='cuda:0')"
"tensor(27421.0215, device='cuda:0')","tensor(8948576., device='cuda:0')","tensor(0.0039, device='cuda:0')"
"tensor(6201.7773, device='cuda:0')","tensor(3296686., device='cuda:0')","tensor(0.0284, device='cuda:0')"
"tensor(20702.8066, device='cuda:0')","tensor(5595720., device='cuda:0')","tensor(0.0043, device='cuda:0')"
"tensor(4602.7861, device='cuda:0')","tensor(1687722.5000, device='cuda:0')","tensor(0.0264, device='cuda:0')"
"tensor(16691.4473, device='cuda:0')","tensor(4196143., device='cuda:0')","tensor(0.0050, device='cuda:0')"
"tensor(3211.9409, device='cuda:0')","tensor(787224.0625, device='cuda:0')","tensor(0.0253, device='cuda:0')"
"tensor(17407.2969, device='cuda:0')","tensor(2168120., device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(1506.6166, device='cuda:0')","tensor(166424.0156, device='cuda:0')","tensor(0.0243, device='cuda:0')"
"tensor(15669.2744, device='cuda:0')","tensor(2118130.5000, device='cuda:0')","tensor(0.0029, device='cuda:0')"
"tensor(1914.6475, device='cuda:0')","tensor(255221.7812, device='cuda:0')","tensor(0.0231, device='cuda:0')"
"tensor(16510.1172, device='cuda:0')","tensor(2074843.7500, device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(2097.1094, device='cuda:0')","tensor(295124.9375, device='cuda:0')","tensor(0.0223, device='cuda:0')"
"tensor(14258.8350, device='cuda:0')","tensor(2011173.7500, device='cuda:0')","tensor(0.0033, device='cuda:0')"
"tensor(1429.3884, device='cuda:0')","tensor(133315.5938, device='cuda:0')","tensor(0.0216, device='cuda:0')"
